Type Ligne,Identifiant de l'élément,Structure,Type de l'élément,Statut de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Contributeur,Autres Contributeurs,Programme,Url du programme,Source,Localisation géographique,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
Elément,33934,élément non décomposé,Facteur d'émission,Archivé,Igname,Yam or Indian potato,"épluchée, crue","peeled, raw",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules","Igname,Agribalyse,fruits,légumes,légumineuses et oléagineux","Yam or Indian potato,Agribalyse,,fruits,vegetables,legumes and oilseeds",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.656
Elément,34012,élément non décomposé,Facteur d'émission,Archivé,Ile flottante,Floating island (meringue poached in milk and served in a light custard cream),rayon frais,refrigerated,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Produits laitiers frais et assimilés","Agribalyse,Ile flottante,lait et produits laitiers,desserts lactés","Agribalyse,milk and dairy products,dairy desserts,Floating island (meringue poached in milk and served in a light custard cream)",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,1.86
Elément,40790,élément non décomposé,Facteur d'émission,Valide générique,Ile flottante,Floating island (meringue poached in milk and served in a light custard cream),rayon frais,refrigerated,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Produits laitiers frais et assimilés","Agribalyse,Ile flottante,produits laitiers frais et assimilés","Agribalyse,Floating island (meringue poached in milk and served in a light custard cream),produits laitiers frais et assimilés",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation,1.83
Elément,41634,élément non décomposé,Facteur d'émission,Valide générique,Insecte (Mouche Soldat Noir),Dried deffated black soldier fly protein,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Autres produits à base de viande","Agribalyse,autres produits à base de viande,Insecte (Mouche Soldat Noir)","Agribalyse,autres produits à base de viande,Dried deffated black soldier fly protein",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,1.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,4.48
Elément,32753,élément non décomposé,Facteur d'émission,Archivé,Jambon à l'os braisé,Braised ham on the bone,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Jambon à l'os braisé,Agribalyse,oeufs,viandes,poissons,jambons cuits","cooked hams,Braised ham on the bone,Agribalyse,Meat,Fish,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,8.03
Elément,41635,élément non décomposé,Facteur d'émission,Valide générique,Jambon à l'os braisé,Braised ham on the bone,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Jambon à l'os braisé,charcuteries","Agribalyse,Braised ham on the bone,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,8.96
Elément,32762,élément non décomposé,Facteur d'émission,Archivé,Jambon cru,"Cured Ham, Raw",,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","jambon,cru","Ham,raw",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Jambon cru de tout type,Raw ham of any type,12.6
Elément,41636,élément non décomposé,Facteur d'émission,Valide générique,Jambon cru,Cured ham,,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cru","Agribalyse,charcuteries,Cured ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,14.2
Elément,41637,élément non décomposé,Facteur d'émission,Valide générique,Jambon cru,Cured ham,fumé,raw,,smoked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cru","Agribalyse,charcuteries,Cured ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,14.2
Elément,41638,élément non décomposé,Facteur d'émission,Valide générique,Jambon cru,Cured ham,fumé,raw,allégé en matière grasse,"smoked, reduced fat","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cru","Agribalyse,charcuteries,Cured ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,14.2
Elément,32754,élément non décomposé,Facteur d'émission,Archivé,Jambon cuit,Cooked Ham,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","jambon,cuit","Ham,cooked",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Jambon cuit de tout type,Cooked ham of any type,6.34
Elément,41639,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,choix,choice,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,41640,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,choix,choice,avec couenne,w rind,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,41641,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,choix,choice,découenné dégraissé,rind less and fatless,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,41642,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,de Paris,Parisian-style,découenné dégraissé,rind less and fatless,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,41643,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,fumé,smoked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,32752,élément non décomposé,Facteur d'émission,Archivé,Jambon cuit,Cooked Ham,supérieur,superior quality,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","jambon,cuit,supérieur,découenné","less,Ham,cooked,superior,quality,rind",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,"Jambon cuit, supérieur, découenné","Cooked ham, superior, skinned",6.34
Elément,41644,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,supérieur,superior quality,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,41645,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,supérieur,superior quality,à teneur réduite en sel,reduced salt,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,41646,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,supérieur,superior quality,avec couenne,with rind,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,41647,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,supérieur,superior quality,découenné,rind less,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,41648,élément non décomposé,Facteur d'émission,Valide générique,Jambon cuit,Cooked ham,supérieur,superior quality,découenné dégraissé,rind less and fatless,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon cuit","Agribalyse,charcuteries,Cooked ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,32763,élément non décomposé,Facteur d'émission,Archivé,Jambon de Bayonne,Bayonne Cured ham,,"raw, smoked",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","jambons secs et crus,Agribalyse,oeufs,viandes,poissons,Jambon de Bayonne","Bayonne Cured ham,dry and raw hams,Agribalyse,Meat,Fish,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,12.6
Elément,41649,élément non décomposé,Facteur d'émission,Valide générique,Jambon de Bayonne,Bayonne Cured ham,,raw,,smoked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Jambon de Bayonne,charcuteries","Agribalyse,Bayonne Cured ham,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,14.2
Elément,32761,élément non décomposé,Facteur d'émission,Archivé,Jambon de dinde ou Blanc de dinde en tranche,Turkey cooked ham,,in slices,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Jambon de dinde ou Blanc de dinde en tranche,Agribalyse,oeufs,viandes,poissons,jambons cuits","cooked hams,Turkey cooked ham,Agribalyse,Meat,Fish,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,5.47
Elément,41650,élément non décomposé,Facteur d'émission,Valide générique,Jambon de dinde ou Blanc de dinde en tranche,Turkey cooked ham,,in slices,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Jambon de dinde ou Blanc de dinde en tranche,charcuteries","Agribalyse,Turkey cooked ham,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,6.82
Elément,32750,élément non décomposé,Facteur d'émission,Archivé,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,Pork ham,,"intended to be cooked or pork ham, intended to be roast/bake",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","jambons cuits,Agribalyse,oeufs,viandes,poissons,Jambon de porc à cuire ou Jambon à rôtir/cuire au four","Pork ham,cooked hams,Agribalyse,Meat,Fish,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,6.34
Elément,41651,élément non décomposé,Facteur d'émission,Valide générique,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,Pork ham,,intended to be cooked or pork ham,,intended to be roast/bake,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,charcuteries","Agribalyse,Pork ham,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,7.1
Elément,32760,élément non décomposé,Facteur d'émission,Archivé,Jambon de poulet ou Blanc de poulet en tranche,Chicken cooked ham,,in slices,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Jambon de poulet ou Blanc de poulet en tranche,Agribalyse,oeufs,viandes,poissons,jambons cuits","cooked hams,Chicken cooked ham,Agribalyse,Meat,Fish,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,5.47
Elément,41652,élément non décomposé,Facteur d'émission,Valide générique,Jambon de poulet ou Blanc de poulet en tranche,Chicken cooked ham,,in slices,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Jambon de poulet ou Blanc de poulet en tranche,charcuteries","Agribalyse,Chicken cooked ham,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,6.82
Elément,32719,élément non décomposé,Facteur d'émission,Archivé,Jambon en croûte,Ham,,in a pastry crusty,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Jambon en croûte,Agribalyse,oeufs,viandes,poissons,autres spécialités charcutières","other charcuterie specialties,Ham,Agribalyse,Meat,Fish,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,8.83
Elément,41653,élément non décomposé,Facteur d'émission,Valide générique,Jambon en croûte,Ham,,in a pastry crusty,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Jambon en croûte,charcuteries","Agribalyse,Ham,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,8.78
Elément,32764,élément non décomposé,Facteur d'émission,Archivé,Jambon sec,Dry-Cured Ham,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","jambon,sec","Ham,dry,cured",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Jambon sec tout type,Dry ham any type,15.9
Elément,41654,élément non décomposé,Facteur d'émission,Valide générique,Jambon sec,Dry-cured ham,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon sec","Agribalyse,charcuteries,Dry-cured ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,17.9
Elément,41657,élément non décomposé,Facteur d'émission,Valide générique,Jambon sec,Dry-cured ham,découenné,fat and rind removed,dégraissé,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon sec","Agribalyse,charcuteries,Dry-cured ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,17.9
Elément,41655,élément non décomposé,Facteur d'émission,Valide générique,Jambon sec de Parme,Parma dry-cured ham,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon sec de Parme","Agribalyse,charcuteries,Parma dry-cured ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,17.9
Elément,41656,élément non décomposé,Facteur d'émission,Valide générique,Jambon sec Serrano,Serrano dry-cured ham,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Jambon sec Serrano","Agribalyse,charcuteries,Serrano dry-cured ham",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,17.9
Elément,32759,élément non décomposé,Facteur d'émission,Archivé,Jambonneau,Knuckle of ham,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Jambonneau,Agribalyse,oeufs,viandes,poissons,jambons cuits","cooked hams,Knuckle of ham,Agribalyse,Meat,Fish,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,8.03
Elément,41658,élément non décomposé,Facteur d'émission,Valide générique,Jambonneau,Knuckle of ham,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Jambonneau,charcuteries","Agribalyse,Knuckle of ham,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,8.96
Elément,33840,élément non décomposé,Facteur d'émission,Archivé,Joëls (petits poissons entiers) pour friture,Big-scale sand smelt (whole small fish),crus,"to fry, raw",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus","Joëls (petits poissons entiers) pour friture,Agribalyse,oeufs,viandes,poissons","Big-scale sand smelt (whole small fish),Agribalyse,Meat,Fish,,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,1.51
