Type Ligne,Identifiant de l'élément,Structure,Type de l'élément,Statut de l'élément,Nom base français,Nom base anglais,Nom base espagnol,Nom attribut français,Nom attribut anglais,Nom attribut espagnol,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Tags espagnol,Unité français,Unité anglais,Contributeur,Autres Contributeurs,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Sous-localisation géographique anglais,Sous-localisation géographique espagnol,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Type poste,Nom poste français,Nom poste anglais,Nom poste espagnol,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Valeur gaz supplémentaire 3,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Elément,42407,élément non décomposé,Facteur d'émission,Valide générique,Maïs grain,Grain maize,,biologique,organic,,"système numéro 3, à la ferme/FR U","system number 3, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,Maïs grain","Agribalyse,Grain maize",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.227,,,,,,,,,,,,,,
Elément,28624,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"biologique, système n ° 1",biological system n ° 1,,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.191,,,,,,,,,,,,,,
Elément,28627,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"biologique, système n ° 1",biological system n ° 1,,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.182,,,,,,,,,,,,,,
Elément,28625,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"biologique, système n ° 2",biological system n ° 2,,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.19,,,,,,,,,,,,,,
Elément,28626,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"biologique, système n ° 3",biological system n ° 3,,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.215,,,,,,,,,,,,,,
Elément,42149,élément non décomposé,Facteur d'émission,Valide générique,Maïs grain,Maize grain,,conventionnel,conventional,,"28% d'humidité, moyenne nationale, alimentation animale, à la ferme/FR U","28% moisture, national average, animal feed, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,Maïs grain","Agribalyse,Maize grain",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.387,,,,,,,,,,,,,,
Elément,42153,élément non décomposé,Facteur d'émission,Valide générique,Maïs grain,Maize grain,,conventionnel,conventional,,"28% d'humidité, moyenne nationale, avec l'empreinte de l'eau, alimentation animale à la ferme/FR U","28% moisture, national average, with water footprint, animal feed at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,Maïs grain","Agribalyse,Maize grain",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.387,,,,,,,,,,,,,,
Elément,28386,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"conventionnel, 9% d'humidité, aliment pour animaux, moyenne nationale","conventional, 9% moisture, feed, national average",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.253,,,,,,,,,,,,,,
Elément,28387,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"conventionnel, 9% d'humidité, aliment pour animaux, moyenne nationale","conventional, 9% moisture, feed, national average",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.255,,,,,,,,,,,,,,
Elément,28381,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"conventionnel, pour déshydratation, alimentation animale","conventional, for dehydration, animal feed",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.258,,,,,,,,,,,,,,
Elément,28380,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"conventionnel, séchée, variétés à fructification latérale","conventional, dried, side-bearing varieties",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.245,,,,,,,,,,,,,,
Elément,28379,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"conventionnel, séchée, variétés traditionnelles","conventional, dried, traditional varieties",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.258,,,,,,,,,,,,,,
Elément,28622,élément non décomposé,Facteur d'émission,Archivé,Maïs grain,Grain corn,,"de l'association de cultures, biologique","combination of cultures, organic",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,céréales,Agriculture,Maïs grain","Agribalyse,cereals,Agricultural,Grain corn",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.209,,,,,,,,,,,,,,
Elément,42150,élément non décomposé,Facteur d'émission,Valide générique,Maïs grain,Grain maize,,moyenne de six cas d'études optimisés,average from 6 optimized case study,,"levier culture intermédiaire systématique, à la ferme/FR U","scenario systematic cover cropping, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,Maïs grain","Agribalyse,Grain maize",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.376,,,,,,,,,,,,,,
Elément,42151,élément non décomposé,Facteur d'émission,Valide générique,Maïs grain,Grain maize,,moyenne de six cas d'études optimisés,average from 6 optimized case study,,"levier légumineuse dans rotation, à la ferme/FR U","scenario protein crop, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,Maïs grain","Agribalyse,Grain maize",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.342,,,,,,,,,,,,,,
Elément,42152,élément non décomposé,Facteur d'émission,Valide générique,Maïs grain,Grain maize,,moyenne de six cas d'études optimisés,average from 6 optimized case study,,"scénario de base, à la ferme/FR U","basis scenario, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,Maïs grain","Agribalyse,Grain maize",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.374,,,,,,,,,,,,,,
Elément,28425,élément non décomposé,Facteur d'émission,Archivé,Mangue,Mango,,"conventionnel, serre semi fermée,  énergie fatale et biomasse,  avec CO2 liquide, avec recyclage des","conventional, semi-closed greenhouse, fatal energy and biomass, with liquid CO2, with recycling of d",,Au verger,At the orchard,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Mangue,fruits,Agriculture","Agribalyse,Mango,fruits,Agricultural",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.122,,,,,,,,,,,,,,
Elément,28571,élément non décomposé,Facteur d'émission,Archivé,Maquereau Atlantique,Atlantic mackerel,,"biologique, système laitier de plaine, maïs ensilé 5 à 10%","organic, lowland dairy system, ensiled corn 5 to 10%",,Sortie de bateau,At landing,Achats de biens > Produits de l'agriculture et de la pêche > Produits de la mer > Pêche,"Pêche,Poisson,Agribalyse,Maquereau Atlantique","Agribalyse,Fishery,Atlantic Mackerel,Mackerel - NEA - Pelagic Trawl",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.537,,,,,,,,,,,,,,
Elément,42154,élément non décomposé,Facteur d'émission,Valide générique,Maquereau Atlantique,Atlantic Mackerel,,NEA,NEA,,"Pelagic Chalut, moyenne, au débarquement/NL U","Pelagic Trawl, average, at landing/NL U",Achats de biens > Produits de l'agriculture et de la pêche > Produits de la mer > Pêche,"Agribalyse,Maquereau Atlantique","Agribalyse,Atlantic Mackerel",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.529,,,,,,,,,,,,,,
Elément,34905,élément non décomposé,Facteur d'émission,Archivé,Melon,Melon,,,,,,,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Melon,Agriculture,champ,GESTIM","Melon,field,GESTIM,Agriculture",,kgCO2e/Ha,kgCO2e/Ha,,"IDELE, CTIFL, IFIP, IFV, ITAVI",GESTIM,,https://librairie.ademe.fr/changement-climatique-et-energie/82-mise-a-jour-du-referentiel-ges-tim.ht,France continentale,,,,2021-09-09,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,4454.0,,,,,,,,,,,,,,
Elément,42408,élément non décomposé,Facteur d'émission,Valide générique,Melon,Melon,,biologique,organic,,à la ferme/FR U,at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Melon","Agribalyse,Melon",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.134,,,,,,,,,,,,,,
Elément,28790,élément non décomposé,Facteur d'émission,Archivé,Melon,Melon,,biologique,biological,,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Melon,Agriculture","Agribalyse,Melon,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.146,,,,,,,,,,,,,,
Elément,28524,élément non décomposé,Facteur d'émission,Archivé,Melon,Melon,,"biologique, sous serre, moyenne nationale","organic, greenhouse, national average",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Melon,Agriculture","Agribalyse,Melon,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.167,,,,,,,,,,,,,,
Elément,28527,élément non décomposé,Facteur d'émission,Archivé,Melon,Melon,,"conventionnel, hors sol sous abri anti gel","conventional, above ground under frost protection",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Melon,Agriculture","Agribalyse,Melon,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.313,,,,,,,,,,,,,,
Elément,28528,élément non décomposé,Facteur d'émission,Archivé,Melon,Melon,,"conventionnel, hors sol sous abri chauffé","conventional, above ground under heated shelter",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Melon,Agriculture","Agribalyse,Melon,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.249,,,,,,,,,,,,,,
Elément,28525,élément non décomposé,Facteur d'émission,Archivé,Melon,Melon,,"conventionnel, plein champ","conventional, open field",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Melon,Agriculture","Agribalyse,Melon,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.167,,,,,,,,,,,,,,
Elément,28526,élément non décomposé,Facteur d'émission,Archivé,Melon,Melon,,"conventionnel, sol sous abri non chauffé","conventional, floor under unheated shelter",,Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Melon,Agriculture","Agribalyse,Melon,Agricultural,vegetables",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.144,,,,,,,,,,,,,,
Elément,42155,élément non décomposé,Facteur d'émission,Valide générique,Melon conventionel,Melon,,moyenne nationale,conventional,,à la ferme/FR U,"national average, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Melon conventionel","Agribalyse,Melon",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.173,,,,,,,,,,,,,,
Elément,42156,élément non décomposé,Facteur d'émission,Valide générique,Melon conventionnel,Melon,,plein champ,open field,,à la ferme/FR U,"conventional, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Melon conventionnel","Agribalyse,Melon",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.151,,,,,,,,,,,,,,
Elément,42157,élément non décomposé,Facteur d'émission,Valide générique,Melon conventionnel,Melon,,sous chenille,under low tunnel,,à la ferme/FR U,"conventional, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Melon conventionnel","Agribalyse,Melon",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.252,,,,,,,,,,,,,,
Elément,42158,élément non décomposé,Facteur d'émission,Valide générique,Melon conventionnel,Melon,,sous tunnel,protected crop,,à la ferme/FR U,"conventional, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Melon conventionnel","Agribalyse,Melon",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.32,,,,,,,,,,,,,,
Elément,42159,élément non décomposé,Facteur d'émission,Valide générique,Melon mix conventionnel et biologique,Melon,,moyenne nationale,national average,,à la ferme/FR U,at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Melon mix conventionnel et biologique","Agribalyse,Melon",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.173,,,,,,,,,,,,,,
Elément,42160,élément non décomposé,Facteur d'émission,Valide générique,Moules,Mussels,,avec la coquille,with shell,,au port/FR U,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits de la mer > Produits de la mer,"Agribalyse,Moules","Agribalyse,Mussels",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,0.44,,,,,,,,,,,,,,
Elément,28362,élément non décomposé,Facteur d'émission,Archivé,Moules,Mussels,,"conventionnel, 28% d'humidité, alimentaion animale, moyenne nationale","conventional, 28% humidity, animal feed, national average",,Au port,At the port,Achats de biens > Produits de l'agriculture et de la pêche > Produits de la mer > Pêche,"Agribalyse,Moules,Agriculture","Agribalyse,Mussels,Moules,Agricultural",,kgCO2e/kg de poids vif,kgCO2e/kg (live weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.456,,,,,,,,,,,,,,
Elément,28432,élément non décomposé,Facteur d'émission,Archivé,Noix,Walnut,,"BBiscay, trémail, moyenne","BBiscay, trammel, medium",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,fruits,Noix,Agriculture","Agribalyse,fruits,Walnut,Agricultural",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,1.27,,,,,,,,,,,,,,
Elément,28434,élément non décomposé,Facteur d'émission,Archivé,Noix,Walnut,,"BBiscay,Seine, moyenne","BBiscay, Seine, medium",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,fruits,Noix,Agriculture","Agribalyse,fruits,Walnut,Agricultural",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,0.941,,,,,,,,,,,,,,
Elément,28682,élément non décomposé,Facteur d'émission,Archivé,Noix,Walnut,,"biologique, Pays De La Loire","organic, Pays De La Loire",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,fruits,Noix,Agriculture","Agribalyse,fruits,Walnut,Agricultural",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,1.48,,,,,,,,,,,,,,
Elément,42409,élément non décomposé,Facteur d'émission,Valide générique,Noix,Walnut,,coque séchés,dried inshell,,"les variétés traditionnelles, biologique, à la ferme/FR U","traditional varieties, organic, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Noix,"Agribalyse,Noix","Agribalyse,Walnut",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,1.33,,,,,,,,,,,,,,
Elément,28433,élément non décomposé,Facteur d'émission,Archivé,Noix,Walnut,,"ECA,Seine, moyenne","ECA, Seine, average",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,fruits,Noix,Agriculture","Agribalyse,fruits,Walnut,Agricultural",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,1.33,,,,,,,,,,,,,,
Elément,28431,élément non décomposé,Facteur d'émission,Archivé,Noix,Walnut,,"MedSea, Seine, moyenne","MedSea, Seine, average",,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,fruits,Noix,Agriculture","Agribalyse,fruits,Walnut,Agricultural",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,,,,2020-12-04,2024-05-17,31/12/2023,,,5.0,,4.0,,,,,,,,,,,,1.23,,,,,,,,,,,,,,
Elément,42162,élément non décomposé,Facteur d'émission,Valide générique,Noix conventionnelle,Walnut,,en coque séchée,dried inshell,,"moyenne nationale, à la ferme/FR U","conventional, national average, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Noix,"Agribalyse,Noix conventionnelle","Agribalyse,Walnut",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,1.48,,,,,,,,,,,,,,
Elément,42163,élément non décomposé,Facteur d'émission,Valide générique,Noix conventionnelle,Walnut,,en coque séchée,dried inshell,,"variétés traditionnelles, à la ferme/FR U","traditional varieties, conventional, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Noix,"Agribalyse,Noix conventionnelle","Agribalyse,Walnut",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,1.59,,,,,,,,,,,,,,
Elément,42161,élément non décomposé,Facteur d'émission,Valide générique,Noix conventionnelle en coque séchée,Walnut,,variétés à fructification latérale,dried inshell,,à la ferme/FR U,"varieties with lateral fructification, conventional, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Noix,"Agribalyse,Noix conventionnelle en coque séchée","Agribalyse,Walnut",,kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,,,,2023-03-16,2023-03-16,24/02/2026,,,5.0,,4.0,,,,,,,,,,,,1.14,,,,,,,,,,,,,,
