Identifiant de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Source,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
42423,Paille de blé,Wheat straw,biologique,organic,"système numéro 1, à la ferme/FR U","system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,Paille de blé","Agribalyse,Wheat straw",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.0
42424,Paille de blé,Wheat straw,biologique,organic,"système numéro 2, à la ferme/FR U","system number 2, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales,"Agribalyse,Paille de blé","Agribalyse,Wheat straw",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.0
41241,Pain,Bread,baguette,French bread,courante,baguette,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.688
41242,Pain,Bread,baguette,French bread,de tradition française,"baguette, unsalted","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.688
41243,Pain,Bread,baguette,French bread,sans sel,without salt,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.688
41236,Pain,Bread,baguette ou boule,French bread (baguette or ball),au levain,with yeast,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.661
41237,Pain,Bread,baguette ou boule,French bread,"aux céréales et graines, artisanal","(baguette or ball), multigrain, from bakery","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,1.04
41238,Pain,Bread (baguette or ball),baguette ou boule,made with type T55-T110 flour,bio (à la farine T55 jusqu'à T110),,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,pains et viennoiseries,Bread (baguette or ball)",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.751
41239,Pain,Brown bread,baguette ou boule,French bread (baguette or ball),bis (à la farine T80 ou T110),with flour type 80 or 110,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,Brown bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.688
41240,Pain,Country-style bread,baguette ou boule,French bread (baguette or ball),de campagne,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,Country-style bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.69
41244,Pain,Bread,sans gluten,gluten free,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Pain,Agribalyse,pains et viennoiseries","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.81
41205,Pain au chocolat,Chocolate croissant,préemballé,prepacked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain au chocolat,pains et viennoiseries","Agribalyse,pains et viennoiseries,Chocolate croissant",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.2,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,5.2
41204,Pain au chocolat feuilleté,Chocolate croissant,artisanal,puff pastry,,from bakery,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,pains et viennoiseries,Pain au chocolat feuilleté","Agribalyse,pains et viennoiseries,Chocolate croissant",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.2,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,5.2
41207,Pain au lait,Milk roll,artisanal,from bakery,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,pains et viennoiseries,Pain au lait","Agribalyse,pains et viennoiseries,Milk roll",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,2.55
41208,Pain au lait,Milk roll,préemballé,prepacked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,pains et viennoiseries,Pain au lait","Agribalyse,pains et viennoiseries,Milk roll",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,2.55
41206,Pain au lait aux pépites de chocolat,Milk roll filled with chocolate drops,préemballé,prepacked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain au lait aux pépites de chocolat,pains et viennoiseries","Agribalyse,Milk roll filled with chocolate drops,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.2,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,3.48
41209,Pain au son,Bran grain bread,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain au son,pains et viennoiseries","Agribalyse,Bran grain bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.63
41210,Pain aux raisins (viennoiserie),Raisin puff pastry (Viennese pastries),,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain aux raisins (viennoiserie),pains et viennoiseries","Agribalyse,Raisin puff pastry (Viennese pastries),pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,2.66
41211,Pain blanc maison (avec farine pour machine à pain),Bread,,home-made,,with flour for home-made bread preparation,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain blanc maison (avec farine pour machine à pain),pains et viennoiseries","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.688
41212,Pain brioché ou viennois,Brioche or Vienna bread,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain brioché ou viennois,pains et viennoiseries","Agribalyse,Brioche or Vienna bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.99
41213,Pain complet ou intégral (à la farine T150),Bread,,wholemeal or integral bread (made with flour type 150),,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,pains et viennoiseries,Pain complet ou intégral (à la farine T150)","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.69
41214,Pain courant français,Bread,400g ou boule,French bread,,"ball, 400g","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain courant français,pains et viennoiseries","Agribalyse,Bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.688
41223,Pain d'épices,Gingerbread,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Gâteaux et pâtisseries","Agribalyse,Pain d'épices,gâteaux et pâtisseries","Agribalyse,Gingerbread,gâteaux et pâtisseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation,1.69
41215,Pain de campagne maison (avec farine pour machine à pain),Country-style bread,,home-made (with flour for bread making machine),,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain de campagne maison (avec farine pour machine à pain),pains et viennoiseries","Agribalyse,Country-style bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.69
41217,Pain de mie,Sandwich loaf,au son,bran grain,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain de mie,pains et viennoiseries","Agribalyse,Sandwich loaf,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.76
41218,Pain de mie,Sandwich loaf,complet,wholemeal,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain de mie,pains et viennoiseries","Agribalyse,Sandwich loaf,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.76
41219,Pain de mie,Sandwich loaf,courant,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain de mie,pains et viennoiseries","Agribalyse,Sandwich loaf,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.76
41220,Pain de mie,Sandwich loaf,multicéréale,multigrain,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain de mie,pains et viennoiseries","Agribalyse,Sandwich loaf,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.43
41221,Pain de mie,Sandwich loaf,sans croûte,crust less,préemballé,prepacked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain de mie,pains et viennoiseries","Agribalyse,Sandwich loaf,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.26
41216,Pain de mie brioché,Brioche sandwich bread,préemballé,prepacked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain de mie brioché,pains et viennoiseries","Agribalyse,Brioche sandwich bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.87
41222,Pain de seigle,Rye bread,et froment,and wheat,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain de seigle,pains et viennoiseries","Agribalyse,Rye bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.671
41229,Pain grillé,Toasted bread,domestique,home-made,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain grillé,pains et viennoiseries","Agribalyse,Toasted bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,0.959
41230,Pain grillé,Rusk,tranches,slice,au froment,wheat,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain grillé,pains et viennoiseries","Agribalyse,Rusk,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,0.793
41231,Pain grillé,Rusk,tranches,slice,multicéréale,multigrain,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain grillé,pains et viennoiseries","Agribalyse,Rusk,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,0.735
41224,Pain grillé brioché,Rusk with eggs,tranché,sliced,préemballé,prepacked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain grillé brioché,pains et viennoiseries","Agribalyse,Rusk with eggs,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,1.71
41225,Pain grillé suédois au blé complet,Wheat swedish toast,,wholemeal,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,pains et viennoiseries,Pain grillé suédois au blé complet","Agribalyse,pains et viennoiseries,Wheat swedish toast",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,1.27
41226,Pain grillé suédois au froment,Wheat swedish toast,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,pains et viennoiseries,Pain grillé suédois au froment","Agribalyse,pains et viennoiseries,Wheat swedish toast",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,1.27
41227,Pain grillé suédois aux fruits,Swedish toast,,with fruits,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,pains et viennoiseries,Pain grillé suédois aux fruits","Agribalyse,pains et viennoiseries,Swedish toast",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,1.27
41228,Pain grillé suédois aux graines de lin,Swedish toast,,with linseeds,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,pains et viennoiseries,Pain grillé suédois aux graines de lin","Agribalyse,pains et viennoiseries,Swedish toast",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Carton - Préparation : Pas de préparation,1.27
41232,Pain panini,Panini bread,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain panini,pains et viennoiseries","Agribalyse,Panini bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.13
40841,Pain perdu,French toast,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Produits laitiers frais et assimilés","Agribalyse,Pain perdu,produits laitiers frais et assimilés","Agribalyse,French toast,produits laitiers frais et assimilés",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation,1.93
41233,Pain pita,Pita bread,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain pita,pains et viennoiseries","Agribalyse,Pita bread,pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,0.976
41234,Pain pour hamburger ou hot dog (bun),Rolls for hamburger/hotdog (buns),complet,wholemeal,préemballé,prepacked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain pour hamburger ou hot dog (bun),pains et viennoiseries","Agribalyse,Rolls for hamburger/hotdog (buns),pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,0.682
41235,Pain pour hamburger ou hot dog (bun),Rolls for hamburger/hotdog (buns),préemballé,prepacked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pains et viennoiseries","Agribalyse,Pain pour hamburger ou hot dog (bun),pains et viennoiseries","Agribalyse,Rolls for hamburger/hotdog (buns),pains et viennoiseries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,Livraison : Ambiant (court) - Matériau d'emballage : Papier - Préparation : Pas de préparation,1.7
40048,Palet ou galette de légumes,Vegetable rosti,préfrit,pre-fried,surgelé,frozen,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Palet ou galette de légumes","Agribalyse,plats composés,Vegetable rosti",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : Carton - Préparation : Micro-onde,Livraison : Congelé - Matériau d'emballage : Carton - Préparation : Micro-onde,1.21
40049,Palet ou galette de légumes,Vegetable rosti,préfrit,pre-fried,"surgelé, cuit","frozen, cooked","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Palet ou galette de légumes","Agribalyse,plats composés,Vegetable rosti",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : Carton - Préparation : Micro-onde,Livraison : Congelé - Matériau d'emballage : Carton - Préparation : Micro-onde,1.21
